Name,Specialties,Gender,Language,City,Zipcode,Overall_Ratings,Total_Reviews,Wait_Time_Score,Manner_Score,Video_Visit,Doc_Urls
"Dr. Yevgeniy Sorokin, DO",Pain Management Specialist,Male,"English
Russian","New York, NY",10017,None,None,None,None,False,https://www.zocdoc.com/doctor/yevgeniy-sorokin-do-289195
"Dr. Zeena Al-Dujaili, MD",Dermatologist,Female,English,"New York, NY",10011,4.87,341 reviews,4.51,4.91,False,https://www.zocdoc.com/doctor/zeena-al-dujaili-md-36801
"Dr. Christine Kimble, MD","Internist, Primary Care Doctor",Female,English,"Brooklyn, NY",11201,4.90,167 reviews,4.33,4.88,False,https://www.zocdoc.com/doctor/christine-kimble-md-56959
"Mayer Chemtob, LMHC",Psychotherapist,Male,English,"Brooklyn, NY",None,5.00,7 reviews,4.86,4.86,True,https://www.zocdoc.com/professional/mayer-chemtob-lmhc-286489
"Dr. Yonatan Polack, DMD","Dentist, Cosmetic Dentist",Male,English,"Brooklyn, NY",11217,4.69,13 reviews,4.54,4.69,False,https://www.zocdoc.com/dentist/yonatan-polack-dmd-248980
"Dr. Lev Haimoff, DO","Internist, Primary Care Doctor",Male,"English
Russian","New York, NY",10016,4.81,4485 reviews,4.45,4.84,True,https://www.zocdoc.com/doctor/lev-haimoff-do-314
"Dr. Emmanuel Fuzaylov, DPM",Podiatrist,Male,English,"Brooklyn, NY",11201,None,None,None,None,False,https://www.zocdoc.com/doctor/emmanuel-fuzaylov-dpm-129653
"Dr. Jahnavi Naik, MD",Gastroenterologist,Female,"English
Gujarati","New York, NY",None,5.00,45 reviews,4.51,4.95,True,https://www.zocdoc.com/doctor/jahnavi-naik-md-187201
"Dr. Daniel Smith, MD","Hip and Knee Surgeon, Orthopedic Surgeon",Male,English,"New York, NY",None,4.71,7 reviews,4.57,5.00,True,https://www.zocdoc.com/doctor/daniel-smith-md-281954
"Meredith Prescott, LCSW",Psychotherapist,Female,English,"New York, NY",None,5.00,21 reviews,5.00,5.00,True,https://www.zocdoc.com/professional/meredith-prescott-lcsw-291410
"Dr. Candice Fraser, MD",OB-GYN,Female,English,"New York, NY",10026,4.82,866 reviews,4.28,4.81,False,https://www.zocdoc.com/doctor/candice-fraser-md-296590
"Dr. Elisabeth Lachmann, MD",Physiatrist,Female,"English
Spanish","New York, NY",10065,4.80,107 reviews,4.53,4.88,False,https://www.zocdoc.com/doctor/elisabeth-lachmann-md-78938
"Dr. Manish Patel, DO",Pain Management Specialist,Male,"English
Spanish
Hindi
Gujarati","Jackson Heights, NY",11372,5.00,11 reviews,4.80,5.00,False,https://www.zocdoc.com/doctor/manish-patel-do-287603
"Bum Kil Lee, LAc, LMT, MSTOM",Acupuncturist,Male,"English
Korean","New York, NY",10006,5.00,8 reviews,5.00,5.00,False,https://www.zocdoc.com/doctor/bum-kil-lee-lac-lmt-mstom-290032
"Dr. Radhika Siriki, MD","Anesthesiologist, Pain Management Specialist",Female,English,"New York, NY",10128,4.75,8 reviews,4.63,4.88,False,https://www.zocdoc.com/doctor/radhika-siriki-md-290179
"Dr. Julie Kuriakose, MD",Allergist,Female,English,"New York, NY",10010,4.96,997 reviews,4.79,4.98,False,https://www.zocdoc.com/doctor/julie-kuriakose-md-39110
"Dr. Icilma Fergus, MD",Cardiologist,Female,English,"New York, NY",10029,5.00,None,5.00,5.00,False,https://www.zocdoc.com/doctor/icilma-fergus-md-195833
"Dr. Alefiyah Malbari, MD",Pediatrician,Female,English,"New York, NY",10029,5.00,None,4.38,4.63,False,https://www.zocdoc.com/doctor/alefiyah-malbari-md-195424
"Dr. Rebecca Summers, MD",Internist,Female,"English
Spanish","Jamaica, NY",11432,None,None,None,None,False,https://www.zocdoc.com/doctor/rebecca-summers-md-296823
"Dr. Juliana Moylan, MD",Pediatrician,Female,English,"Bronx, NY",10467,5.00,None,4.00,4.88,False,https://www.zocdoc.com/doctor/juliana-moylan-md-204964
"Dr. Xiaoyan Song, MD, PhD",Primary Care Doctor,Female,"English
Chinese (Mandarin)","Flushing, NY",11355,4.93,1327 reviews,4.64,4.93,True,https://www.zocdoc.com/doctor/xiaoyan-song-md-phd-74947
"Sabrina Havens, LAc",Acupuncturist,Female,English,"Great Neck, NY",11021,4.00,4 reviews,5.00,5.00,False,https://www.zocdoc.com/doctor/sabrina-havens-lac-288790
"Dr. Brian Kantor, DDS","Dentist, Cosmetic Dentist, Dental Pain Specialist",Male,English,"New York, NY",10019,5.00,3 reviews,4.00,5.00,False,https://www.zocdoc.com/dentist/brian-kantor-dds-8847
"Rachel Lee, MS, RD","Dietitian, Nutritionist",Female,English,"New York, NY",None,5.00,11 reviews,5.00,5.00,True,https://www.zocdoc.com/doctor/rachel-lee-ms-rd-294732
"Dr. Robert Foster, DC",Chiropractor,Male,English,"New York, NY",10018,4.83,60 reviews,4.72,4.93,False,https://www.zocdoc.com/doctor/robert-foster-dc-141280
"Dr. Shane Volney, MD",Pain Management Specialist,Male,English,"Clifton, NJ",07013,5.00,14 reviews,4.79,5.00,False,https://www.zocdoc.com/doctor/shane-volney-md-294533
"Dr. Ai Lin Huang, MD",Pediatrician,Female,"English
Chinese (Mandarin)
Chinese (Cantonese)","Flushing, NY",None,5.00,15 reviews,4.47,4.93,True,https://www.zocdoc.com/doctor/ai-lin-huang-md-246403
"Dr. Michael Seidenstein, MD",Orthopedic Surgeon,Male,English,"New York, NY",10038,4.25,8 reviews,3.00,4.14,False,https://www.zocdoc.com/doctor/michael-seidenstein-md-139035
"Noble Abraham, DPT",Physical Therapist,Male,English,"Brooklyn, NY",11243,4.94,17 reviews,4.44,5.00,False,https://www.zocdoc.com/professional/noble-abraham-dpt-240817
"Dr. Andrew Gershon, DDS",Dentist,Male,English,"New York, NY",10065,5.00,21 reviews,4.85,5.00,False,https://www.zocdoc.com/dentist/andrew-gershon-dds-291896
"Dr. Yossef Blum, MD",Orthopedic Surgeon,Male,"English
Spanish
Hebrew","Bronx, NY",10461,4.85,13 reviews,4.69,4.85,False,https://www.zocdoc.com/doctor/yossef-blum-md-279159
"Dr. Erica Bae, DDS",Dentist,Female,English,"New York, NY",10001,4.82,11 reviews,4.82,4.91,False,https://www.zocdoc.com/dentist/erica-bae-dds-287757
"Dr. Igor Kletsman, MD","Internist, Primary Care Doctor",Male,"English
Russian
Polish
Ukrainian","New York, NY",10036,4.69,2669 reviews,4.80,4.72,True,https://www.zocdoc.com/doctor/igor-kletsman-md-8121
"Dr. David Lam, MD",Endocrinologist,Male,English,"New York, NY",None,4.89,9 reviews,4.33,5.00,True,https://www.zocdoc.com/doctor/david-lam-md-182609
"Dr. James Anarella, DPM",Podiatrist,Male,"English
Spanish","Jackson Heights, NY",11372,None,None,None,None,False,https://www.zocdoc.com/doctor/james-anarella-dpm-254551
"Dr. Simone Gelman, DDS",Dentist,Female,"English
Russian","New York, NY",10022,4.66,29 reviews,4.16,4.56,False,https://www.zocdoc.com/dentist/simone-gelman-dds-279721
"Dr. Michael Mont, MD","Orthopedic Surgeon, Adult Reconstructive Orthopedic Surgeon",Male,English,"New York, NY",10075,4.67,None,4.18,4.73,False,https://www.zocdoc.com/doctor/michael-mont-md-260769
"Richard Melville, ATC, DPT, PT",Physical Therapist,Male,English,"Staten Island, NY",10314,5.00,22 reviews,5.00,5.00,False,https://www.zocdoc.com/professional/richard-melville-atc-dpt-pt-290278
"Rachel Murphy, LMSW",Psychotherapist,Female,English,"New York, NY",10012,5.00,None,5.00,5.00,True,https://www.zocdoc.com/professional/rachel-murphy-lmsw-296655
"Dr. Kenneth Campo, DC",Chiropractor,Male,English,"Brooklyn, NY",11243,4.94,250 reviews,4.75,4.94,False,https://www.zocdoc.com/doctor/kenneth-campo-dc-97229
"Dr. Inna Trogan, DDS","Dentist, Cosmetic Dentist",Female,"English
Spanish
Russian","Brooklyn, NY",11201,4.42,171 reviews,4.42,4.46,False,https://www.zocdoc.com/dentist/inna-trogan-dds-3164
"Dr. Erik Gilroy, DDS, FICOI","Dentist, Cosmetic Dentist",Male,"English
Spanish","Brooklyn, NY",11217,4.94,313 reviews,4.68,4.93,False,https://www.zocdoc.com/dentist/erik-gilroy-dds-ficoi-199563
"Dr. Michael Schirripa, MD, FACOG",OB-GYN,Male,"English
Spanish
Italian
Russian","Brooklyn, NY",11214,4.81,703 reviews,4.30,4.83,False,https://www.zocdoc.com/doctor/michael-schirripa-facog-md-3263
"Dr. Mark Kaufmann, MD",Dermatologist,Male,"English
French
Spanish
Hebrew
Hungarian","New York, NY",10128,4.76,1055 reviews,4.84,4.78,False,https://www.zocdoc.com/doctor/mark-kaufmann-md-249780
"Dr. Alexander Rabinovich, MD","Oculoplastic Surgeon, Ophthalmologist",Male,"English
Spanish
Russian","Brooklyn, NY",11223,5.00,6 reviews,4.83,5.00,False,https://www.zocdoc.com/doctor/alexander-rabinovich-md-153343
"Dr. Fiona Graham, MD",Psychiatrist,Female,"English
French","new york, NY",None,None,None,None,None,True,https://www.zocdoc.com/doctor/fiona-graham-md-1719
"Dr. Avniel Shetreat-Klein, MD, PhD",Physiatrist,Male,English,"New York, NY",10029,None,None,None,None,False,https://www.zocdoc.com/doctor/avniel-shetreat-klein-md-phd-242379
"Dr. Lucy Cederholm, OD",Optometrist,Female,English,"Brooklyn, NY",11201,4.24,136 reviews,3.95,4.21,False,https://www.zocdoc.com/doctor/lucy-cederholm-od-176171
"Dr. Gary Kantrowitz, DPM",Podiatrist,Male,English,"New York, NY",10065,4.97,177 reviews,4.57,4.98,False,https://www.zocdoc.com/doctor/gary-kantrowitz-dpm-76342
"Dr. Yelena Vaynshteyn, DDS","Dentist, Cosmetic Dentist",Female,"English
Spanish
Russian
view all","Brooklyn, NY",11211,4.13,85 reviews,4.08,4.21,False,https://www.zocdoc.com/dentist/yelena-vaynshteyn-dds-6747
"Dr. Fitzgeraldo Sanchez, MD",Dermatologist,Male,"English
Spanish","Brooklyn, NY",11242,5.00,9 reviews,4.57,5.00,False,https://www.zocdoc.com/doctor/fitzgeraldo-sanchez-md-290499
"Fabiana Franco, PhD",Psychologist,Female,"English
French
Spanish
Italian
Portuguese","New York, NY",10023,None,None,None,None,False,https://www.zocdoc.com/doctor/fabiana-franco-phd-281615
"Dr. Shilpi Ahuja, MD",Sleep Medicine Specialist,Female,English,"New York, NY",None,5.00,None,5.00,5.00,True,https://www.zocdoc.com/doctor/shilpi-ahuja-md-277240
"Dr. Karen Lewkowitz, DDS","Orthodontist, Dentist",Female,English,"New York, NY",10007,5.00,8 reviews,4.75,5.00,False,https://www.zocdoc.com/dentist/karen-lewkowitz-dds-287962
"Parnisha Shah, PT",Physical Therapist,Female,English,"Staten Island, NY",10310,4.50,2 reviews,5.00,4.50,False,https://www.zocdoc.com/professional/parnisha-shah-pt-286935
"Dr. Antoine Abed, MD","Pulmonologist, Pulmonary Diseases and Critical Care Medicine Specialist",Male,"English
French
Spanish
Arabic","New York, NY",None,4.80,46 reviews,4.48,4.74,True,https://www.zocdoc.com/doctor/antoine-abed-md-72536
"Dr. Eduard Pinchas, DDS","Dentist, Cosmetic Dentist",Male,"English
German
Hebrew
view all","Rego Park, NY",11374,4.57,58 reviews,4.30,4.63,False,https://www.zocdoc.com/dentist/eduard-pinchas-dds-80683
"Dr. David Krumholz, MD",Primary Care Doctor,Male,"English
Spanish","Forest Hills, NY",11375,4.19,153 reviews,4.47,4.07,True,https://www.zocdoc.com/doctor/david-krumholz-md-1872
"Dr. Garrett Leonard, MD","Spine Specialist, Orthopedic Surgeon",Male,English,"New York, NY",None,4.92,86 reviews,4.71,4.97,True,https://www.zocdoc.com/doctor/garrett-leonard-md-290260
"Nicole Surach, DPT, PT",Physical Therapist,Female,English,"Brooklyn, NY",11201,4.69,32 reviews,4.93,5.00,False,https://www.zocdoc.com/professional/nicole-surach-dpt-pt-219782
"Dr. Michelle Feintuch, DDS","Dentist, Cosmetic Dentist",Female,English,"Brooklyn, NY",11209,4.87,46 reviews,4.84,4.91,False,https://www.zocdoc.com/dentist/michelle-feintuch-dds-157528
"Dr. Sherwin Benlevi, DDS",Dentist,Male,"English
French
Spanish
Farsi","New York, NY",10128,4.21,657 reviews,4.39,4.29,False,https://www.zocdoc.com/dentist/sherwin-benlevi-dds-196881
"Caitlin Schnack, CDN, RD","Dietitian, Nutritionist",Female,English,"New York, NY",None,5.00,2 reviews,5.00,4.50,True,https://www.zocdoc.com/doctor/caitlin-schnack-cdn-rd-295711
"Dr. Pauline Leong, OD",Optometrist,Female,"English
Spanish","Long Island City, NY",11101,5.00,235 reviews,4.80,5.00,False,https://www.zocdoc.com/doctor/pauline-leong-od-156851
"Dr. Yolanda Tun-Chiong, DO",Primary Care Doctor,Female,"English
Spanish
Burmese
view all","New York, NY",10013,4.91,1614 reviews,4.17,4.93,False,https://www.zocdoc.com/doctor/yolanda-tun-chiong-do-7851
"Dr. Thomas Marron, MD, PhD",Oncologist,Male,English,"New York, NY",10029,None,None,None,None,False,https://www.zocdoc.com/doctor/thomas-marron-md-phd-248472
"Michael Chiarenza, PA",Physician Assistant,Male,English,"Patchogue, NY",11772,5.00,5 reviews,4.00,4.80,False,https://www.zocdoc.com/doctor/michael-chiarenza-pa-93778
"Dr. Yelena Simkha, DDS",Dentist,Female,"English
Spanish
Russian
Romani","New York, NY",10016,4.65,293 reviews,4.52,4.64,False,https://www.zocdoc.com/dentist/yelena-simkha-dds-12367
"Dr. Anthony Conte, DC",Chiropractor,Male,"English
Spanish
Italian
view all","New York, NY",10036,4.95,183 reviews,4.94,4.97,False,https://www.zocdoc.com/professional/anthony-conte-dc-116147
"Alexis Isasi, PAC",Physician Assistant,Female,English,"New York, NY",10017,5.00,8 reviews,5.00,5.00,False,https://www.zocdoc.com/doctor/alexis-isasi-pac-294667
"Timothy Klemt, LAc, DACM",Acupuncturist,Male,English,"New York, NY",10001,4.93,27 reviews,4.92,4.96,False,https://www.zocdoc.com/doctor/timothy-klemt-lac-dacm-282463
"Dr. Louis Carrera, MD",Internist,Male,"English
Spanish","Brooklyn, NY",11229,5.00,9 reviews,4.50,4.88,False,https://www.zocdoc.com/doctor/louis-carrera-md-280701
"Dr. Julie Hassid, DMD","Dentist, Cosmetic Dentist",Female,English,"New York, NY",10017,4.93,213 reviews,4.81,4.94,False,https://www.zocdoc.com/dentist/julie-hassid-dmd-307
"Dr. Olga Shvets, DPM",Podiatrist,Female,"English
Russian","Brooklyn, NY",11209,5.00,6 reviews,5.00,5.00,False,https://www.zocdoc.com/doctor/olga-shvets-dpm-291702
"Dr. Liel Grinbaum, DMD","Pediatric Dentist, Dentist",Male,"English
Spanish
Hebrew","New York, NY",10128,5.00,21 reviews,5.00,5.00,False,https://www.zocdoc.com/dentist/liel-grinbaum-dmd-294582
"Dr. Ora Rosenfeld Canter, DDS",Orthodontist,Female,English,"Astoria, NY",11103,4.22,54 reviews,4.62,4.28,False,https://www.zocdoc.com/dentist/ora-rosenfeld-canter-dds-41362
"Dr. Kelly Jarrett, MD",Urgent Care Specialist,Male,English,"New York, NY",10128,4.47,77 reviews,4.54,4.52,False,https://www.zocdoc.com/doctor/kelly-jarrett-md-174795
"Dr. Patrick Grady, DC",Chiropractor,Male,English,"New York, NY",10017,5.00,14 reviews,4.93,5.00,False,https://www.zocdoc.com/doctor/patrick-grady-dc-291070
"Dr. James Peri, MD","Internist, Primary Care Doctor",Male,"English
Italian
Russian","Brooklyn, NY",11224,4.53,34 reviews,4.09,4.56,False,https://www.zocdoc.com/doctor/james-peri-md-143746
"Dr. Charles Shapiro, MD",Oncologist,Male,English,"New York, NY",10029,None,None,None,None,False,https://www.zocdoc.com/doctor/charles-shapiro-md-248304
"Jane Riccobono, CNM, MSN, WHNP",Women's Health Nurse Practitioner,Female,"English
Spanish","New York, NY",10004,4.89,57 reviews,4.50,4.92,False,https://www.zocdoc.com/doctor/jane-riccobono-cnm-msn-whnp-293369
"Caylee Clay, RD","Dietitian, Nutritionist",Female,"English
Spanish","New York, NY",None,None,None,None,None,True,https://www.zocdoc.com/doctor/caylee-clay-rd-296054
"Dr. Vivek Patel, DMD","Dentist, Cosmetic Dentist, Dental Pain Specialist",Male,"English
Hindi
Gujarati","Oakland Gardens, NY",11364,4.72,18 reviews,4.73,4.73,False,https://www.zocdoc.com/dentist/vivek-patel-dmd-216697
"Dr. Elena Johnston, DMD",Dentist,Female,English,"New York, NY",10023,5.00,10 reviews,4.89,5.00,False,https://www.zocdoc.com/dentist/elena-johnston-dmd-293178
"Justin Aquino, DPT",Physical Therapist,Male,English,"New York, NY",10270,5.00,8 reviews,5.00,5.00,False,https://www.zocdoc.com/professional/justin-aquino-dpt-296659
"Dr. Garrett Thompson, AuD",Audiologist,Male,English,"New York, NY",10022,4.27,15 reviews,4.42,4.58,False,https://www.zocdoc.com/doctor/garrett-thompson-aud-286605
"Dr. John Provet, MD",Urologist,Male,English,"New York, NY",10016,4.62,852 reviews,4.42,4.55,False,https://www.zocdoc.com/doctor/john-provet-md-52876
"Dr. Vishwanath Puttaswamygowda, MD",Internist,Male,"English
Hindi
Kannada","Woodside, NY",11377,4.86,155 reviews,4.69,4.87,False,https://www.zocdoc.com/doctor/vishwanath-puttaswamygowda-md-31384
"Dr. Pourrat Monahemi, MD","Internist, Primary Care Doctor",Male,English,"Bronx, NY",10465,4.77,94 reviews,3.92,4.65,False,https://www.zocdoc.com/doctor/pourrat-monahemi-md-22606
"Dr. Napoleon Savescu, MD","Internist, Primary Care Doctor",Male,"English
Romanian","Astoria, NY",11106,4.28,130 reviews,3.94,4.32,False,https://www.zocdoc.com/doctor/napoleon-savescu-md-105093
"Allen Hidalgo, DPT",Physical Therapist,Male,"English
Spanish","New York, NY",10036,5.00,32 reviews,4.91,5.00,False,https://www.zocdoc.com/professional/allen-hidalgo-dpt-261183
"Dr. Samuel Lobell, DC",Chiropractor,Male,English,"New York, NY",10019,5.00,25 reviews,4.96,5.00,False,https://www.zocdoc.com/doctor/samuel-lobell-dc-284150
"Dr. Amnon Gotian, MD",Gastroenterologist,Male,English,"Bronx, NY",10458,None,None,None,None,True,https://www.zocdoc.com/doctor/amnon-gotian-md-287057
"Dr. Kevin (Kayvon) Tehrani, MD",Plastic Surgeon,Male,"English
Farsi","New York, NY",10019,4.59,32 reviews,4.13,4.66,True,https://www.zocdoc.com/doctor/kevin-kayvon-tehrani-md-101594
"Dr. Lawrence Santi, DPM",Podiatrist,Male,English,"Brooklyn, NY",11218,4.76,25 reviews,4.57,4.74,True,https://www.zocdoc.com/doctor/lawrence-santi-dpm-282280
"Dr. Dilip Doctor, MD",Urologist,Male,"English
Spanish
Hindi","Rego Park, NY",11374,5.00,None,4.67,4.67,False,https://www.zocdoc.com/doctor/dilip-doctor-md-294431
"Dr. Christina Jones, MD",Family Physician,Female,"English
Spanish","New York, NY",10016,3.86,7 reviews,3.17,3.67,False,https://www.zocdoc.com/doctor/christina-jones-md-296569
"Aleksey Semenets, DPT",Physical Therapist,Male,"English
Spanish
Russian","Rockville Centre, NY",11570,5.00,13 reviews,4.85,5.00,False,https://www.zocdoc.com/professional/aleksey-semenets-dpt-283467
"Amelia Aldao, PhD",Psychologist,Female,"English
Spanish","New York, NY",10018,5.00,None,None,None,True,https://www.zocdoc.com/doctor/amelia-aldao-phd-291138
"Jennifer (Jenny) Harris, LCSW",Psychotherapist,Female,English,"New York, NY",10003,5.00,3 reviews,5.00,5.00,False,https://www.zocdoc.com/professional/jennifer-jenny-harris-lcsw-251222
"Dr. Rahul Agarwal, MD",Endocrinologist,Male,English,"New York, NY",None,5.00,13 reviews,4.50,5.00,False,https://www.zocdoc.com/doctor/rahul-agarwal-md-281202
"Dr. Mary Lee-Wong, MD","Allergist, Immunologist",Female,English,"New York, NY",None,4.75,40 reviews,4.05,4.79,True,https://www.zocdoc.com/doctor/mary-lee-wong-md-197449
"Dr. Dimitri Kessaris, MD",Urologist,Male,"English
Greek","Astoria, NY",11102,4.49,243 reviews,4.12,4.50,True,https://www.zocdoc.com/doctor/dimitri-kessaris-md-18228
"Dr. Emily Urbina, MD",Psychiatrist,Female,"English
Tagalog","New York, NY",10010,4.81,145 reviews,4.91,4.79,True,https://www.zocdoc.com/doctor/emily-urbina-md-76381
"Dr. Risa Ravitz, MD",Neurologist,Female,English,"New York, NY",10001,4.93,203 reviews,4.76,4.95,False,https://www.zocdoc.com/doctor/risa-ravitz-md-248671
"Dr. Simon Young, DPM",Podiatrist,Male,English,"New York, NY",10025,4.31,86 reviews,4.20,4.26,False,https://www.zocdoc.com/doctor/simon-young-dpm-3514
"Dr. Matthew Edwards, DDS",Dentist,Male,"English
Spanish","New York, NY",10022,4.79,47 reviews,4.71,4.83,True,https://www.zocdoc.com/dentist/matthew-edwards-dds-277954
"Diana Palmisano, PAC",Physician Assistant,Female,English,"New York, NY",10022,4.96,93 reviews,4.77,4.95,True,https://www.zocdoc.com/doctor/diana-palmisano-pac-39506
"Dr. Michele Farber, MD, FAAD",Dermatologist,Female,English,"New York, NY",None,4.75,1114 reviews,4.63,4.81,True,https://www.zocdoc.com/doctor/michele-farber-md-faad-178466
"Dr. Frank DiCicco, DMD","Dentist, Cosmetic Dentist, Dental Pain Specialist",Male,English,"New York, NY",10019,4.94,51 reviews,4.79,4.98,False,https://www.zocdoc.com/dentist/frank-dicicco-dmd-134538
"Russell Hartophilis, PT",Physical Therapist,Male,English,"New York, NY",10018,None,None,None,None,True,https://www.zocdoc.com/professional/russell-hartophilis-pt-126824
"Dr. Randolph Steinhagen, MD",Colorectal Surgeon,Male,"English
Spanish
German","New York, NY",10029,5.00,16 reviews,4.50,5.00,False,https://www.zocdoc.com/doctor/randolph-steinhagen-md-243831
"Dr. Tatyana Uvatov, DPM",Podiatrist,Female,"English
Russian","Staten Island, NY",10314,4.70,153 reviews,4.14,4.72,False,https://www.zocdoc.com/doctor/tatyana-uvatov-dpm-90814
"Dr. David Bronster, MD",Neurologist,Male,"English
Spanish","New York, NY",10029,4.67,9 reviews,4.33,4.67,False,https://www.zocdoc.com/doctor/david-bronster-md-283511
"Dr. Joel Jezierski, DPM",Podiatrist,Male,English,"New York, NY",10019,4.73,331 reviews,4.64,4.77,True,https://www.zocdoc.com/doctor/joel-jezierski-dpm-48328
"Ellen Mabatid, PT",Physical Therapist,Female,English,"New York, NY",10017,None,None,None,None,False,https://www.zocdoc.com/professional/ellen-mabatid-pt-289885
"Dr. Amit Khaneja, MD",Neurologist,Male,English,"Brooklyn, NY",11214,5.00,None,5.00,5.00,False,https://www.zocdoc.com/doctor/amit-khaneja-md-285665
"Dr. Alfred Ho, DDS","Dentist, Cosmetic Dentist",Male,"English
Chinese (Mandarin)
Chinese (Cantonese)","New York, NY",10013,4.82,367 reviews,4.84,4.86,False,https://www.zocdoc.com/dentist/alfred-ho-dds-65767
"Dr. Angela Abernathy, DDS","Dentist, Cosmetic Dentist",Female,English,"New York, NY",None,4.88,250 reviews,4.81,4.90,True,https://www.zocdoc.com/dentist/angela-abernathy-dds-36986
"Dr. Jeffrey Sandhaus, MD",Urologist,Male,"English
Spanish
Ukrainian
Greek","Astoria, NY",None,4.67,9 reviews,3.67,4.56,True,https://www.zocdoc.com/doctor/jeffrey-sandhaus-md-247275
"Dr. Jonathan Weber, DPM",Podiatrist,Male,English,"Staten Island, NY",10314,None,None,None,None,False,https://www.zocdoc.com/doctor/jonathan-weber-dpm-254443
"Shira Schuster, PhD",Psychologist,Female,"English
Spanish
Hebrew","Brooklyn, NY",11222,None,None,None,None,True,https://www.zocdoc.com/doctor/shira-schuster-phd-293052
"Zhiwen Zhong, LAc, DACM, MSTCM",Acupuncturist,Female,English,"New York, NY",10036,5.00,4 reviews,5.00,5.00,False,https://www.zocdoc.com/doctor/zhiwen-zhong-lac-dacm-mstcm-290492
"Dr. Bin Cai, LAc, PhD, RN",Acupuncturist,Male,"English
Chinese (Mandarin)
Chinese (Cantonese)
Chinese (Wenzhounese)","New York, NY",10017,5.00,11 reviews,4.91,5.00,False,https://www.zocdoc.com/doctor/bin-cai-lac-phd-rn-288681
"Dr. Stanislav Ilyusha, OD",Optometrist,Male,"English
Russian","Brooklyn, NY",11209,4.42,31 reviews,4.46,4.77,True,https://www.zocdoc.com/doctor/stanislav-ilyusha-od-275615
"Dr. Reuven Mohl, DDS","Dentist, Cosmetic Dentist, Dental Pain Specialist",Male,English,"New York, NY",10024,4.88,134 reviews,4.83,4.92,False,https://www.zocdoc.com/dentist/reuven-mohl-dds-95142
"Clara Ho, NP","Adult Nurse Practitioner, Nurse Practitioner",Female,"English
Chinese (Cantonese)","New York, NY",None,4.38,None,4.75,4.88,True,https://www.zocdoc.com/doctor/clara-ho-np-283774
"Caroline Casper, LCSW",Psychotherapist,Female,English,"New York, NY",None,None,None,None,None,True,https://www.zocdoc.com/professional/caroline-casper-lcsw-287961
"Dr. Eronmwon E. Gbinigie, MD, MS",OB-GYN,Female,English,"Levittown, NY",11756,4.98,43 reviews,4.37,4.95,False,https://www.zocdoc.com/doctor/eronmwon-e-gbinigie-md-ms-287376
"Dr. Robert Lin, MD",Allergist,Male,English,"New York, NY",10011,4.54,232 reviews,4.47,4.52,False,https://www.zocdoc.com/doctor/robert-lin-md-125785
"Dr. Miguel Escalon, MD, MPH",Physiatrist,Male,"English
Spanish","New York, NY",10029,5.00,1 review,4.00,5.00,False,https://www.zocdoc.com/doctor/miguel-escalon-md-mph-242381
"Dr. Jeffrey Nightingale, MD, FACS",Ophthalmologist,Male,"English
Spanish
Polish
Chinese (Mandarin)
Chinese (Cantonese)","New York, NY",10024,4.80,200 reviews,4.38,4.82,False,https://www.zocdoc.com/doctor/jeffrey-nightingale-md-facs-2551
"Dr. Sandip Parikh, MD, FACS","Colorectal Surgeon, Surgeon",Male,English,"Bayside, NY",11361,4.47,15 reviews,4.07,4.40,False,https://www.zocdoc.com/doctor/sandip-parikh-md-facs-289907
"Dr. George Tolk, DC",Chiropractor,Male,English,"New York, NY",10024,4.84,194 reviews,4.77,4.88,False,https://www.zocdoc.com/doctor/george-tolk-dc-52170
"Paul Ochoa, DPT, OCS, PT",Physical Therapist,Male,English,"New York, NY",10001,5.00,9 reviews,4.89,5.00,True,https://www.zocdoc.com/professional/paul-ochoa-dpt-ocs-pt-294125
"Dr. Jerry Lubliner, MD","Orthopedic Surgeon, Sports Medicine Specialist",Male,"English
Spanish","New York, NY",10021,4.60,65 reviews,4.25,4.55,False,https://www.zocdoc.com/doctor/jerry-lubliner-md-34365
"Terence Crossan, DPT",Physical Therapist,Male,English,"Brooklyn, NY",11222,None,None,None,None,True,https://www.zocdoc.com/professional/terence-crossan-dpt-296990
"Dr. Preeti Mehta, MD",Gastroenterologist,Female,"English
Spanish
Hindi
view all","New Hyde Park, NY",11040,4.91,826 reviews,4.27,4.93,False,https://www.zocdoc.com/doctor/preeti-mehta-md-39182
"Dr. Jeremy Fenton, MD",Dermatologist,Male,English,"New York, NY",10022,4.67,935 reviews,4.51,4.75,True,https://www.zocdoc.com/doctor/jeremy-fenton-md-168211
"Dr. Prem Chattoo, DO",Gastroenterologist,Male,"English
Spanish","New York, NY",10040,4.44,194 reviews,3.86,4.57,False,https://www.zocdoc.com/doctor/prem-chattoo-do-6700
"Dr. Michael Felsen, MD","Internist, Primary Care Doctor",Male,English,"New York, NY",None,4.75,8 reviews,4.13,4.75,True,https://www.zocdoc.com/doctor/michael-felsen-md-274941
"Dr. Steven G Halle, MD",Pain Management Specialist,Male,English,"New York, NY",10019,4.00,None,5.00,3.00,False,https://www.zocdoc.com/doctor/steven-g-halle-md-252207
"Dr. Carolyn Brockington, MD",Neurologist,Female,English,"New York, NY",10019,None,None,None,None,False,https://www.zocdoc.com/doctor/carolyn-brockington-md-195851
